filename,MouseID,Treatmentgroup,DPI,organ,well_position,plate,mass_all
X513_Group1C_142dpi_RV_bottom_163_G_A3_P140.mzXML,513,naive,142dpi,RV_bottom,A3,P140,0.015200461
X513_Group1C_142dpi_RV_top_163_G_A3_P136.mzXML,513,naive,142dpi,RV_top,A3,P136,0.003271756
X514_Group1C_142dpi_LA_164_G_A4_P120.mzXML,514,naive,142dpi,LA,A4,P120,0.005695345
X514_Group1C_142dpi_LV_bottom_164_G_A4_P132.mzXML,514,naive,142dpi,LV_bottom,A4,P132,0.005657654
X514_Group1C_142dpi_LV_top_164_G_A4_P128.mzXML,514,naive,142dpi,LV_top,A4,P128,0.025599086
X514_Group1C_142dpi_RA_164_G_A4_P124.mzXML,514,naive,142dpi,RA,A4,P124,0.010957086
X514_Group1C_142dpi_RV_bottom_164_G_A4_P140.mzXML,514,naive,142dpi,RV_bottom,A4,P140,0.003712494
X514_Group1C_142dpi_RV_top_164_G_A4_P136.mzXML,514,naive,142dpi,RV_top,A4,P136,0.002321212
X515_Group1C_142dpi_LA_165_G_A5_P120.mzXML,515,naive,142dpi,LA,A5,P120,0.005520652
X515_Group1C_142dpi_LV_bottom_165_G_A5_P132.mzXML,515,naive,142dpi,LV_bottom,A5,P132,0.008083914
X515_Group1C_142dpi_LV_top_165_G_A5_P128.mzXML,515,naive,142dpi,LV_top,A5,P128,0.054913517
X515_Group1C_142dpi_RA_165_G_A5_P124.mzXML,515,naive,142dpi,RA,A5,P124,0.00393925
X515_Group1C_142dpi_RV_bottom_165_G_A5_P140.mzXML,515,naive,142dpi,RV_bottom,A5,P140,0.004749111
X515_Group1C_142dpi_RV_top_165_G_A5_P136.mzXML,515,naive,142dpi,RV_top,A5,P136,0.00435522
X531_Group1C_142dpi_LA_166_G_A6_P120.mzXML,531,naive,142dpi,LA,A6,P120,0.002841983
X531_Group1C_142dpi_LV_bottom_166_G_A6_P132.mzXML,531,naive,142dpi,LV_bottom,A6,P132,0.005960003
X531_Group1C_142dpi_LV_top_166_G_A6_P128.mzXML,531,naive,142dpi,LV_top,A6,P128,0.052469923
X531_Group1C_142dpi_RA_166_G_A6_P124.mzXML,531,naive,142dpi,RA,A6,P124,0.015885782
X531_Group1C_142dpi_RV_bottom_166_G_A6_P140.mzXML,531,naive,142dpi,RV_bottom,A6,P140,0.005078188
X531_Group1C_142dpi_RV_top_166_G_A6_P136.mzXML,531,naive,142dpi,RV_top,A6,P136,0.001365873
X532_Group1C_142dpi_LA_167_G_A7_P120.mzXML,532,naive,142dpi,LA,A7,P120,0.003561264
X532_Group1C_142dpi_LV_bottom_167_G_A7_P132.mzXML,532,naive,142dpi,LV_bottom,A7,P132,0.007062804
X532_Group1C_142dpi_LV_top_167_G_A7_P128.mzXML,532,naive,142dpi,LV_top,A7,P128,0.033276166
X532_Group1C_142dpi_RA_167_G_A7_P124.mzXML,532,naive,142dpi,RA,A7,P124,0.018417323
X532_Group1C_142dpi_RV_bottom_167_G_A7_P140.mzXML,532,naive,142dpi,RV_bottom,A7,P140,0.002922322
X532_Group1C_142dpi_RV_top_167_G_A7_P136.mzXML,532,naive,142dpi,RV_top,A7,P136,0.00128862
X533_Group1C_142dpi_LA_168_G_A8_P120.mzXML,533,naive,142dpi,LA,A8,P120,0.001057221
X533_Group1C_142dpi_LV_bottom_168_G_A8_P132.mzXML,533,naive,142dpi,LV_bottom,A8,P132,0.008459423
X533_Group1C_142dpi_LV_top_168_G_A8_P128.mzXML,533,naive,142dpi,LV_top,A8,P128,0.044843497
X533_Group1C_142dpi_RA_168_G_A8_P124.mzXML,533,naive,142dpi,RA,A8,P124,0.01014322
X533_Group1C_142dpi_RV_bottom_168_G_A8_P140.mzXML,533,naive,142dpi,RV_bottom,A8,P140,0.003171632
X533_Group1C_142dpi_RV_top_168_G_A8_P136.mzXML,533,naive,142dpi,RV_top,A8,P136,0.001677679
X534_Group1C_142dpi_LA_169_G_A9_P120.mzXML,534,naive,142dpi,LA,A9,P120,0.004066953
X534_Group1C_142dpi_LV_bottom_169_G_A9_P132.mzXML,534,naive,142dpi,LV_bottom,A9,P132,0.00659911
X534_Group1C_142dpi_LV_top_169_G_A9_P128.mzXML,534,naive,142dpi,LV_top,A9,P128,0.028415289
X534_Group1C_142dpi_RA_169_G_A9_P124.mzXML,534,naive,142dpi,RA,A9,P124,0.015072666
X534_Group1C_142dpi_RV_bottom_169_G_A9_P140.mzXML,534,naive,142dpi,RV_bottom,A9,P140,0.023575223
X534_Group1C_142dpi_RV_top_169_G_A9_P136.mzXML,534,naive,142dpi,RV_top,A9,P136,0.005502184
X535_Group1C_142dpi_LA_170_G_A10_P120.mzXML,535,naive,142dpi,LA,A10,P120,0.005151111
X535_Group1C_142dpi_LV_bottom_170_G_A10_P132.mzXML,535,naive,142dpi,LV_bottom,A10,P132,0.006243851
X535_Group1C_142dpi_LV_top_170_G_A10_P128.mzXML,535,naive,142dpi,LV_top,A10,P128,0.024980551
X535_Group1C_142dpi_RA_170_G_A10_P124.mzXML,535,naive,142dpi,RA,A10,P124,0.004088471
X535_Group1C_142dpi_RV_bottom_170_G_A10_P140.mzXML,535,naive,142dpi,RV_bottom,A10,P140,0.004048912
X535_Group1C_142dpi_RV_top_170_G_A10_P136.mzXML,535,naive,142dpi,RV_top,A10,P136,0.002020631
X551_Group1C_142dpi_LA_171_G_A11_P120.mzXML,551,naive,142dpi,LA,A11,P120,0.007186746
X551_Group1C_142dpi_LV_bottom_171_G_A11_P132.mzXML,551,naive,142dpi,LV_bottom,A11,P132,0.008794603
X551_Group1C_142dpi_LV_top_171_G_A11_P128.mzXML,551,naive,142dpi,LV_top,A11,P128,0.034368082
X551_Group1C_142dpi_RA_171_G_A11_P124.mzXML,551,naive,142dpi,RA,A11,P124,0.029221159
X551_Group1C_142dpi_RV_bottom_171_G_A11_P140.mzXML,551,naive,142dpi,RV_bottom,A11,P140,0.002943321
X551_Group1C_142dpi_RV_top_171_G_A11_P136.mzXML,551,naive,142dpi,RV_top,A11,P136,0.000759807
X552_Group1C_142dpi_LA_172_G_A12_P120.mzXML,552,naive,142dpi,LA,A12,P120,0.007904136
X552_Group1C_142dpi_LV_bottom_172_G_A12_P132.mzXML,552,naive,142dpi,LV_bottom,A12,P132,0.009489421
X552_Group1C_142dpi_LV_top_172_G_A12_P128.mzXML,552,naive,142dpi,LV_top,A12,P128,0.026514617
X552_Group1C_142dpi_RA_172_G_A12_P124.mzXML,552,naive,142dpi,RA,A12,P124,0.00548555
X552_Group1C_142dpi_RV_bottom_172_G_A12_P140.mzXML,552,naive,142dpi,RV_bottom,A12,P140,0.004301202
X552_Group1C_142dpi_RV_top_172_G_A12_P136.mzXML,552,naive,142dpi,RV_top,A12,P136,0.00561595
X553_Group1C_142dpi_LA_173_G_B1_P120.mzXML,553,naive,142dpi,LA,B1,P120,0.009296792
X553_Group1C_142dpi_LV_bottom_173_G_B1_P132.mzXML,553,naive,142dpi,LV_bottom,B1,P132,0.010229113
X553_Group1C_142dpi_LV_top_173_G_B1_P128.mzXML,553,naive,142dpi,LV_top,B1,P128,0.044451221
X553_Group1C_142dpi_RA_173_G_B1_P124.mzXML,553,naive,142dpi,RA,B1,P124,0.007278261
X553_Group1C_142dpi_RV_bottom_173_G_B1_P140.mzXML,553,naive,142dpi,RV_bottom,B1,P140,0.002417896
X553_Group1C_142dpi_RV_top_173_G_B1_P136.mzXML,553,naive,142dpi,RV_top,B1,P136,0.004199396
X554_Group1C_142dpi_LA_174_G_B2_P120.mzXML,554,naive,142dpi,LA,B2,P120,0.002765712
X554_Group1C_142dpi_LV_bottom_174_G_B2_P132.mzXML,554,naive,142dpi,LV_bottom,B2,P132,0.005567463
X554_Group1C_142dpi_LV_top_174_G_B2_P128.mzXML,554,naive,142dpi,LV_top,B2,P128,0.042784966
X554_Group1C_142dpi_RA_174_G_B2_P124.mzXML,554,naive,142dpi,RA,B2,P124,0.010134651
X554_Group1C_142dpi_RV_bottom_174_G_B2_P140.mzXML,554,naive,142dpi,RV_bottom,B2,P140,0.002563222
X554_Group1C_142dpi_RV_top_174_G_B2_P136.mzXML,554,naive,142dpi,RV_top,B2,P136,0.003440611
X555_Group1C_142dpi_LA_175_G_B3_P120.mzXML,555,naive,142dpi,LA,B3,P120,0.00643932
X555_Group1C_142dpi_LV_bottom_175_G_B3_P132.mzXML,555,naive,142dpi,LV_bottom,B3,P132,0.010025505
X555_Group1C_142dpi_LV_top_175_G_B3_P128.mzXML,555,naive,142dpi,LV_top,B3,P128,0.054696854
X555_Group1C_142dpi_RA_175_G_B3_P124.mzXML,555,naive,142dpi,RA,B3,P124,0.008743481
X555_Group1C_142dpi_RV_bottom_175_G_B3_P140.mzXML,555,naive,142dpi,RV_bottom,B3,P140,0.002866151
X555_Group1C_142dpi_RV_top_175_G_B3_P136.mzXML,555,naive,142dpi,RV_top,B3,P136,0.00272732
X581_Group3E_142dpi_LA_176_G_B4_P120.mzXML,581,infected,142dpi,LA,B4,P120,0.007822292
X581_Group3E_142dpi_LV_bottom_176_G_B4_P132.mzXML,581,infected,142dpi,LV_bottom,B4,P132,0.007473684
X581_Group3E_142dpi_LV_top_176_G_B4_P128.mzXML,581,infected,142dpi,LV_top,B4,P128,0.049882601
X581_Group3E_142dpi_RA_176_G_B4_P124.mzXML,581,infected,142dpi,RA,B4,P124,0.035021436
X581_Group3E_142dpi_RV_bottom_176_G_B4_P140.mzXML,581,infected,142dpi,RV_bottom,B4,P140,0.016352494
X581_Group3E_142dpi_RV_top_176_G_B4_P136.mzXML,581,infected,142dpi,RV_top,B4,P136,0.006643643
X582_Group3E_142dpi_LA_177_G_B5_P120.mzXML,582,infected,142dpi,LA,B5,P120,0.006479835
X582_Group3E_142dpi_LV_bottom_177_G_B5_P132.mzXML,582,infected,142dpi,LV_bottom,B5,P132,0.012761354
X582_Group3E_142dpi_LV_top_177_G_B5_P128.mzXML,582,infected,142dpi,LV_top,B5,P128,0.037282133
X582_Group3E_142dpi_RA_177_G_B5_P124.mzXML,582,infected,142dpi,RA,B5,P124,0.044587691
X582_Group3E_142dpi_RV_bottom_177_G_B5_P140.mzXML,582,infected,142dpi,RV_bottom,B5,P140,0.014364604
X582_Group3E_142dpi_RV_top_177_G_B5_P136.mzXML,582,infected,142dpi,RV_top,B5,P136,0.005367093
X583_Group3E_142dpi_LA_178_G_B6_P120.mzXML,583,infected,142dpi,LA,B6,P120,0.00406605
X583_Group3E_142dpi_LV_bottom_178_G_B6_P132.mzXML,583,infected,142dpi,LV_bottom,B6,P132,0.008482336
X583_Group3E_142dpi_LV_top_178_G_B6_P128.mzXML,583,infected,142dpi,LV_top,B6,P128,0.059080032
X583_Group3E_142dpi_RA_178_G_B6_P124.mzXML,583,infected,142dpi,RA,B6,P124,0.018186419
X583_Group3E_142dpi_RV_bottom_178_G_B6_P140.mzXML,583,infected,142dpi,RV_bottom,B6,P140,0.002352541
X583_Group3E_142dpi_RV_top_178_G_B6_P136.mzXML,583,infected,142dpi,RV_top,B6,P136,0.002725014
X584_Group3E_142dpi_LA_179_G_B7_P120.mzXML,584,infected,142dpi,LA,B7,P120,0.005202139
X584_Group3E_142dpi_LV_bottom_179_G_B7_P132.mzXML,584,infected,142dpi,LV_bottom,B7,P132,0.005793392
X584_Group3E_142dpi_LV_top_179_G_B7_P128.mzXML,584,infected,142dpi,LV_top,B7,P128,0.007387598
X584_Group3E_142dpi_RA_179_G_B7_P124.mzXML,584,infected,142dpi,RA,B7,P124,0.020227489
X584_Group3E_142dpi_RV_bottom_179_G_B7_P140.mzXML,584,infected,142dpi,RV_bottom,B7,P140,0.002659763
X584_Group3E_142dpi_RV_top_179_G_B7_P136.mzXML,584,infected,142dpi,RV_top,B7,P136,0.000715541
X585_Group3E_142dpi_LA_180_G_B8_P120.mzXML,585,infected,142dpi,LA,B8,P120,0.003145808
X585_Group3E_142dpi_LV_bottom_180_G_B8_P132.mzXML,585,infected,142dpi,LV_bottom,B8,P132,0.008417058
X585_Group3E_142dpi_LV_top_180_G_B8_P128.mzXML,585,infected,142dpi,LV_top,B8,P128,0.035793442
X585_Group3E_142dpi_RA_180_G_B8_P124.mzXML,585,infected,142dpi,RA,B8,P124,0.037564559
X585_Group3E_142dpi_RV_bottom_180_G_B8_P140.mzXML,585,infected,142dpi,RV_bottom,B8,P140,0.002169222
X585_Group3E_142dpi_RV_top_180_G_B8_P136.mzXML,585,infected,142dpi,RV_top,B8,P136,0.001189061
X611_Group9_142dpi_LA_181_G_B9_P120.mzXML,611,combo,142dpi,LA,B9,P120,0.007087047
X611_Group9_142dpi_LV_bottom_181_G_B9_P132.mzXML,611,combo,142dpi,LV_bottom,B9,P132,0.004823257
X611_Group9_142dpi_LV_top_181_G_B9_P128.mzXML,611,combo,142dpi,LV_top,B9,P128,0.041237687
X611_Group9_142dpi_RA_181_G_B9_P124.mzXML,611,combo,142dpi,RA,B9,P124,0.004578304
X611_Group9_142dpi_RV_bottom_181_G_B9_P140.mzXML,611,combo,142dpi,RV_bottom,B9,P140,0.002862134
X611_Group9_142dpi_RV_top_181_G_B9_P136.mzXML,611,combo,142dpi,RV_top,B9,P136,0.002689526
X612_Group9_142dpi_LA_182_G_B10_P120.mzXML,612,combo,142dpi,LA,B10,P120,0.004232093
X612_Group9_142dpi_LV_bottom_182_G_B10_P132.mzXML,612,combo,142dpi,LV_bottom,B10,P132,0.004322632
X612_Group9_142dpi_LV_top_182_G_B10_P128.mzXML,612,combo,142dpi,LV_top,B10,P128,0.029259138
X612_Group9_142dpi_RA_182_G_B10_P124.mzXML,612,combo,142dpi,RA,B10,P124,0.010166611
X612_Group9_142dpi_RV_bottom_182_G_B10_P140.mzXML,612,combo,142dpi,RV_bottom,B10,P140,0.009625119
X612_Group9_142dpi_RV_top_182_G_B10_P136.mzXML,612,combo,142dpi,RV_top,B10,P136,0.002418932
X613_Group9_142dpi_LA_183_G_B11_P120.mzXML,613,combo,142dpi,LA,B11,P120,0.00399758
X613_Group9_142dpi_LV_bottom_183_G_B11_P132.mzXML,613,combo,142dpi,LV_bottom,B11,P132,0.007306156
X613_Group9_142dpi_LV_top_183_G_B11_P128.mzXML,613,combo,142dpi,LV_top,B11,P128,0.036373548
X613_Group9_142dpi_RA_183_G_B11_P124.mzXML,613,combo,142dpi,RA,B11,P124,0.021721494
X613_Group9_142dpi_RV_bottom_183_G_B11_P140.mzXML,613,combo,142dpi,RV_bottom,B11,P140,0.003299655
X613_Group9_142dpi_RV_top_183_G_B11_P136.mzXML,613,combo,142dpi,RV_top,B11,P136,0.001727081
X614_Group9_142dpi_LA_184_G_B12_P120.mzXML,614,combo,142dpi,LA,B12,P120,0.004146529
X614_Group9_142dpi_LV_bottom_184_G_B12_P132.mzXML,614,combo,142dpi,LV_bottom,B12,P132,0.007590494
X614_Group9_142dpi_LV_top_184_G_B12_P128.mzXML,614,combo,142dpi,LV_top,B12,P128,0.028576742
X614_Group9_142dpi_RA_184_G_B12_P124.mzXML,614,combo,142dpi,RA,B12,P124,0.010096489
X614_Group9_142dpi_RV_bottom_184_G_B12_P140.mzXML,614,combo,142dpi,RV_bottom,B12,P140,0.003163518
X614_Group9_142dpi_RV_top_184_G_B12_P136.mzXML,614,combo,142dpi,RV_top,B12,P136,0.003188804
X615_Group9_142dpi_LA_185_G_C1_P120.mzXML,615,combo,142dpi,LA,C1,P120,0.00581913
X615_Group9_142dpi_LV_bottom_185_G_C1_P132.mzXML,615,combo,142dpi,LV_bottom,C1,P132,0.006908848
X615_Group9_142dpi_LV_top_185_G_C1_P128.mzXML,615,combo,142dpi,LV_top,C1,P128,0.032712692
X615_Group9_142dpi_RA_185_G_C1_P124.mzXML,615,combo,142dpi,RA,C1,P124,0.005552711
X615_Group9_142dpi_RV_bottom_185_G_C1_P140.mzXML,615,combo,142dpi,RV_bottom,C1,P140,0.002933387
X615_Group9_142dpi_RV_top_185_G_C1_P136.mzXML,615,combo,142dpi,RV_top,C1,P136,0.002547329
X631_Group15_142dpi_LA_191_G_C7_P120.mzXML,631,BNZ,142dpi,LA,C7,P120,0.007392716
X631_Group15_142dpi_LV_bottom_191_G_C7_P132.mzXML,631,BNZ,142dpi,LV_bottom,C7,P132,0.007549146
X631_Group15_142dpi_LV_top_191_G_C7_P128.mzXML,631,BNZ,142dpi,LV_top,C7,P128,0.025938165
X631_Group15_142dpi_RA_191_G_C7_P124.mzXML,631,BNZ,142dpi,RA,C7,P124,0.013159965
X631_Group15_142dpi_RV_bottom_191_G_C7_P140.mzXML,631,BNZ,142dpi,RV_bottom,C7,P140,0.001477829
X631_Group15_142dpi_RV_top_191_G_C7_P136.mzXML,631,BNZ,142dpi,RV_top,C7,P136,0.001914531
X632_Group15_142dpi_LA_192_G_C8_P120.mzXML,632,BNZ,142dpi,LA,C8,P120,0.002617134
X632_Group15_142dpi_LV_bottom_192_G_C8_P132.mzXML,632,BNZ,142dpi,LV_bottom,C8,P132,0.006785141
X632_Group15_142dpi_LV_top_192_G_C8_P128.mzXML,632,BNZ,142dpi,LV_top,C8,P128,0.031636745
X632_Group15_142dpi_RA_192_G_C8_P124.mzXML,632,BNZ,142dpi,RA,C8,P124,0.006543217
X632_Group15_142dpi_RV_bottom_192_G_C8_P140.mzXML,632,BNZ,142dpi,RV_bottom,C8,P140,0.00258405
X632_Group15_142dpi_RV_top_192_G_C8_P136.mzXML,632,BNZ,142dpi,RV_top,C8,P136,0.002048214
X633_Group15_142dpi_LA_193_G_C9_P120.mzXML,633,BNZ,142dpi,LA,C9,P120,0.000884482
X633_Group15_142dpi_LV_bottom_193_G_C9_P132.mzXML,633,BNZ,142dpi,LV_bottom,C9,P132,0.009368367
X633_Group15_142dpi_LV_top_193_G_C9_P128.mzXML,633,BNZ,142dpi,LV_top,C9,P128,0.035852695
X633_Group15_142dpi_RA_193_G_C9_P124.mzXML,633,BNZ,142dpi,RA,C9,P124,0.031815047
X633_Group15_142dpi_RV_bottom_193_G_C9_P140.mzXML,633,BNZ,142dpi,RV_bottom,C9,P140,0.003293139
X633_Group15_142dpi_RV_top_193_G_C9_P136.mzXML,633,BNZ,142dpi,RV_top,C9,P136,0.001611721
X634_Group15_142dpi_LA_194_G_C10_P120.mzXML,634,BNZ,142dpi,LA,C10,P120,0.00367359
X634_Group15_142dpi_LV_bottom_194_G_C10_P132.mzXML,634,BNZ,142dpi,LV_bottom,C10,P132,0.005225049
X634_Group15_142dpi_LV_top_194_G_C10_P128.mzXML,634,BNZ,142dpi,LV_top,C10,P128,0.033796
X634_Group15_142dpi_RA_194_G_C10_P124.mzXML,634,BNZ,142dpi,RA,C10,P124,0.026584734
X634_Group15_142dpi_RV_bottom_194_G_C10_P140.mzXML,634,BNZ,142dpi,RV_bottom,C10,P140,0.002255097
X634_Group15_142dpi_RV_top_194_G_C10_P136.mzXML,634,BNZ,142dpi,RV_top,C10,P136,0.002340099
X635_Group15_142dpi_LA_195_G_C11_P120.mzXML,635,BNZ,142dpi,LA,C11,P120,0.001902511
X635_Group15_142dpi_LV_bottom_195_G_C11_P132.mzXML,635,BNZ,142dpi,LV_bottom,C11,P132,0.005217608
X635_Group15_142dpi_LV_top_195_G_C11_P128.mzXML,635,BNZ,142dpi,LV_top,C11,P128,0.037658042
X635_Group15_142dpi_RA_195_G_C11_P124.mzXML,635,BNZ,142dpi,RA,C11,P124,0.006293212
X635_Group15_142dpi_RV_bottom_195_G_C11_P140.mzXML,635,BNZ,142dpi,RV_bottom,C11,P140,0.002608427
X635_Group15_142dpi_RV_top_195_G_C11_P136.mzXML,635,BNZ,142dpi,RV_top,C11,P136,0.002000426
X666_Group3E_142dpi_LA_201_G_D5_P120.mzXML,666,infected,142dpi,LA,D5,P120,0.006451404
X666_Group3E_142dpi_LV_bottom_201_G_D5_P132.mzXML,666,infected,142dpi,LV_bottom,D5,P132,0.007997331
X666_Group3E_142dpi_LV_top_201_G_D5_P128.mzXML,666,infected,142dpi,LV_top,D5,P128,0.056047727
X666_Group3E_142dpi_RA_201_G_D5_P124.mzXML,666,infected,142dpi,RA,D5,P124,0.014981967
X666_Group3E_142dpi_RV_bottom_201_G_D5_P140.mzXML,666,infected,142dpi,RV_bottom,D5,P140,0.002535419
X666_Group3E_142dpi_RV_top_201_G_D5_P136.mzXML,666,infected,142dpi,RV_top,D5,P136,0.003944014
X667_Group3E_142dpi_LA_202_G_D6_P120.mzXML,667,infected,142dpi,LA,D6,P120,0.009591316
X667_Group3E_142dpi_LV_bottom_202_G_D6_P132.mzXML,667,infected,142dpi,LV_bottom,D6,P132,0.006100459
X667_Group3E_142dpi_LV_top_202_G_D6_P128.mzXML,667,infected,142dpi,LV_top,D6,P128,0.052430294
X667_Group3E_142dpi_RA_202_G_D6_P124.mzXML,667,infected,142dpi,RA,D6,P124,0.011136938
X667_Group3E_142dpi_RV_bottom_202_G_D6_P140.mzXML,667,infected,142dpi,RV_bottom,D6,P140,0.002780369
X667_Group3E_142dpi_RV_top_202_G_D6_P136.mzXML,667,infected,142dpi,RV_top,D6,P136,0.003834636
X668_Group3E_142dpi_LA_203_G_D7_P120.mzXML,668,infected,142dpi,LA,D7,P120,0.007959087
X668_Group3E_142dpi_LV_bottom_203_G_D7_P132.mzXML,668,infected,142dpi,LV_bottom,D7,P132,0.006610796
X668_Group3E_142dpi_LV_top_203_G_D7_P128.mzXML,668,infected,142dpi,LV_top,D7,P128,0.037857988
X668_Group3E_142dpi_RA_203_G_D7_P124.mzXML,668,infected,142dpi,RA,D7,P124,0.018219589
X668_Group3E_142dpi_RV_bottom_203_G_D7_P140.mzXML,668,infected,142dpi,RV_bottom,D7,P140,0.0024413
X668_Group3E_142dpi_RV_top_203_G_D7_P136.mzXML,668,infected,142dpi,RV_top,D7,P136,0.002889326
X669_Group3E_142dpi_LA_204_G_D8_P120.mzXML,669,infected,142dpi,LA,D8,P120,0.008137784
X669_Group3E_142dpi_LV_bottom_204_G_D8_P132.mzXML,669,infected,142dpi,LV_bottom,D8,P132,0.006099044
X669_Group3E_142dpi_LV_top_204_G_D8_P128.mzXML,669,infected,142dpi,LV_top,D8,P128,0.01001674
X669_Group3E_142dpi_RA_204_G_D8_P124.mzXML,669,infected,142dpi,RA,D8,P124,0.006248672
X669_Group3E_142dpi_RV_bottom_204_G_D8_P140.mzXML,669,infected,142dpi,RV_bottom,D8,P140,0.002570457
X669_Group3E_142dpi_RV_top_204_G_D8_P136.mzXML,669,infected,142dpi,RV_top,D8,P136,0.006292493
X670_Group3E_142dpi_LA_205_G_D9_P120.mzXML,670,infected,142dpi,LA,D9,P120,0.00597292
X670_Group3E_142dpi_LV_bottom_205_G_D9_P132.mzXML,670,infected,142dpi,LV_bottom,D9,P132,0.005767671
X670_Group3E_142dpi_LV_top_205_G_D9_P128.mzXML,670,infected,142dpi,LV_top,D9,P128,0.010418725
X670_Group3E_142dpi_RA_205_G_D9_P124.mzXML,670,infected,142dpi,RA,D9,P124,0.015529666
X670_Group3E_142dpi_RV_bottom_205_G_D9_P140.mzXML,670,infected,142dpi,RV_bottom,D9,P140,0.013184551
X670_Group3E_142dpi_RV_top_205_G_D9_P136.mzXML,670,infected,142dpi,RV_top,D9,P136,0.002854947
X696_Group9_142dpi_LA_206_G_D10_P120.mzXML,696,combo,142dpi,LA,D10,P120,0.001073627
X696_Group9_142dpi_LV_bottom_206_G_D10_P132.mzXML,696,combo,142dpi,LV_bottom,D10,P132,0.005087978
X696_Group9_142dpi_LV_top_206_G_D10_P128.mzXML,696,combo,142dpi,LV_top,D10,P128,0.026373928
X696_Group9_142dpi_RA_206_G_D10_P124.mzXML,696,combo,142dpi,RA,D10,P124,0.01547252
X696_Group9_142dpi_RV_bottom_206_G_D10_P140.mzXML,696,combo,142dpi,RV_bottom,D10,P140,0.00257775
X696_Group9_142dpi_RV_top_206_G_D10_P136.mzXML,696,combo,142dpi,RV_top,D10,P136,0.002626595
X697_Group9_142dpi_LA_207_G_D11_P120.mzXML,697,combo,142dpi,LA,D11,P120,0.002082694
X697_Group9_142dpi_LV_bottom_207_G_D11_P132.mzXML,697,combo,142dpi,LV_bottom,D11,P132,0.00801322
X697_Group9_142dpi_LV_top_207_G_D11_P128.mzXML,697,combo,142dpi,LV_top,D11,P128,0.011136847
X697_Group9_142dpi_RA_207_G_D11_P124.mzXML,697,combo,142dpi,RA,D11,P124,0.012059107
X697_Group9_142dpi_RV_bottom_207_G_D11_P140.mzXML,697,combo,142dpi,RV_bottom,D11,P140,0.002545032
X697_Group9_142dpi_RV_top_207_G_D11_P136.mzXML,697,combo,142dpi,RV_top,D11,P136,0.002342837
X698_Group9_142dpi_LA_208_G_D12_P120.mzXML,698,combo,142dpi,LA,D12,P120,0.005159622
X698_Group9_142dpi_LV_bottom_208_G_D12_P132.mzXML,698,combo,142dpi,LV_bottom,D12,P132,0.004840381
X698_Group9_142dpi_LV_top_208_G_D12_P128.mzXML,698,combo,142dpi,LV_top,D12,P128,0.032070406
X698_Group9_142dpi_RA_208_G_D12_P124.mzXML,698,combo,142dpi,RA,D12,P124,0.026382016
X698_Group9_142dpi_RV_bottom_208_G_D12_P140.mzXML,698,combo,142dpi,RV_bottom,D12,P140,0.002305998
X698_Group9_142dpi_RV_top_208_G_D12_P136.mzXML,698,combo,142dpi,RV_top,D12,P136,0.00283216
X699_Group9_142dpi_LA_209_G_E1_P120.mzXML,699,combo,142dpi,LA,E1,P120,0.011091199
X699_Group9_142dpi_LV_bottom_209_G_E1_P132.mzXML,699,combo,142dpi,LV_bottom,E1,P132,0.007828435
X699_Group9_142dpi_LV_top_209_G_E1_P128.mzXML,699,combo,142dpi,LV_top,E1,P128,0.046420798
X699_Group9_142dpi_RA_209_G_E1_P124.mzXML,699,combo,142dpi,RA,E1,P124,0.009396823
